id,date,url,title,content,ev,intent,대표질의,유사질의,final_label,hyundai_label,특이사항
pre_1018_196,23.06.22. 19:06,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1195671&referrerAllArticles=false,계약때문에 미치겠습니다ㅠㅠ 초저리 캐피탈 하신분들 도와주세요.,선수금 납부를 전용 캐스퍼 카드로 하라그래서급히 경차카드로 만들고 선수금 일시불 하려고 하니 카드 유효기간을 몰라서할수가 없습니다ㅠㅠㅠㅠㅠ상담은 지금 근무 시간이 아니라고 알아 볼 수도 없는데 다른 방법 있을까요?제가 차를 최대한 빨리 받아야해서 ㅠㅠ 계약을 급히 진행중이라 답답하네요.,FALSE,결제_선수금,선수금 결제에 대해 알려주세요.,캐스퍼 선수금을 어떻게 납부할 수 있나요?,tax_benefit,결제조합,
pre_1018_189_dup4,23.12.01. 12:04,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1298898&referrerAllArticles=false,"캐스퍼 경차카드 이해 도와주세요,,! 일시불/할부","안녕하세요! 열심히 찾아보다가 아직도 확신이 안서서,,주유할인받으려 캐스퍼 경차카드를 발급받아 결제하려는데현금 일시불보다 할부로 진행하는게 낫나요??또 선납 얼마정도하고 할부로 내는 걸 추천하시는지 ㅠㅠ!!+세이브오토? 이것도 쉽게 설명해 주실 수 있나요신카가 처음이라서요!!ㅠ 감사합니다 ",FALSE,결제방법_추천,캐스퍼 경차카드로 결제할 때 현금 일시불보다 할부로 결제하는 게 나은가요?,차 구매 시 캐스퍼 경차카드 쓰면 현금 일시불보다 할부 결제가 유리해?,tax_benefit,결제조합,유사질의 복수
pre_1018_189_dup3,23.12.01. 12:04,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1298898&referrerAllArticles=false,"캐스퍼 경차카드 이해 도와주세요,,! 일시불/할부","안녕하세요! 열심히 찾아보다가 아직도 확신이 안서서,,주유할인받으려 캐스퍼 경차카드를 발급받아 결제하려는데현금 일시불보다 할부로 진행하는게 낫나요??또 선납 얼마정도하고 할부로 내는 걸 추천하시는지 ㅠㅠ!!+세이브오토? 이것도 쉽게 설명해 주실 수 있나요신카가 처음이라서요!!ㅠ 감사합니다 ",FALSE,결제방법_추천,캐스퍼 경차카드로 결제할 때 현금 일시불보다 할부로 결제하는 게 나은가요?,차 살때 캐스퍼 경차카도 사면 일시불이랑 할부 뭐가 나아?,tax_benefit,결제조합,유사질의 복수
pre_1018_189,23.12.01. 12:04,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1298898&referrerAllArticles=false,"캐스퍼 경차카드 이해 도와주세요,,! 일시불/할부","안녕하세요! 열심히 찾아보다가 아직도 확신이 안서서,,주유할인받으려 캐스퍼 경차카드를 발급받아 결제하려는데현금 일시불보다 할부로 진행하는게 낫나요??또 선납 얼마정도하고 할부로 내는 걸 추천하시는지 ㅠㅠ!!+세이브오토? 이것도 쉽게 설명해 주실 수 있나요신카가 처음이라서요!!ㅠ 감사합니다 ",FALSE,결제방법_추천,캐스퍼 경차카드로 결제할 때 현금 일시불보다 할부로 결제하는 게 나은가요?,캐스퍼 경차카드로 결제할 때 일시불보다 할부가 더 유리한가요?,tax_benefit,결제조합,유사질의 복수
pre_1018_189_dup1,23.12.01. 12:04,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1298898&referrerAllArticles=false,"캐스퍼 경차카드 이해 도와주세요,,! 일시불/할부","안녕하세요! 열심히 찾아보다가 아직도 확신이 안서서,,주유할인받으려 캐스퍼 경차카드를 발급받아 결제하려는데현금 일시불보다 할부로 진행하는게 낫나요??또 선납 얼마정도하고 할부로 내는 걸 추천하시는지 ㅠㅠ!!+세이브오토? 이것도 쉽게 설명해 주실 수 있나요신카가 처음이라서요!!ㅠ 감사합니다 ",FALSE,결제방법_추천,캐스퍼 경차카드로 결제할 때 현금 일시불보다 할부로 결제하는 게 나은가요?,캐스퍼 경차카드로 결제할 때 현금으로 일시불 하는 게 나을까요?,tax_benefit,결제조합,유사질의 복수
pre_1018_189_dup2,23.12.01. 12:04,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1298898&referrerAllArticles=false,"캐스퍼 경차카드 이해 도와주세요,,! 일시불/할부","안녕하세요! 열심히 찾아보다가 아직도 확신이 안서서,,주유할인받으려 캐스퍼 경차카드를 발급받아 결제하려는데현금 일시불보다 할부로 진행하는게 낫나요??또 선납 얼마정도하고 할부로 내는 걸 추천하시는지 ㅠㅠ!!+세이브오토? 이것도 쉽게 설명해 주실 수 있나요신카가 처음이라서요!!ㅠ 감사합니다 ",FALSE,결제방법_추천,캐스퍼 경차카드로 결제할 때 현금 일시불보다 할부로 결제하는 게 나은가요?,캐스퍼 경차카드로 사면 할부가 나아요 일시불이 나아요?,tax_benefit,결제조합,유사질의 복수
pre_1018_619_dup3,21.10.20. 11:27,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=856531&referrerAllArticles=false,결제할때 캐스퍼카드로 일부 일시불 나머지 12개월 무이자 하면 캐시백 아예 없는건가요??,캐스퍼카드로 1000만원정도 일시불로 결제 하고나머지는 무이자12개월 할부 하려고 하는데 이렇게 결제 할 경우 캐시백은 아예  못 받을까여???,FALSE,결제방법_캐시백여부,차량 대금에서 일시불과 할부로 결제할 시 캐시백이 되나요?,일시불과 무이자 할부를 함께 사용해도 캐시백 혜택이 유지되나요?,membership,결제조합,유사질의 복수
pre_1018_619_dup1,21.10.20. 11:27,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=856531&referrerAllArticles=false,결제할때 캐스퍼카드로 일부 일시불 나머지 12개월 무이자 하면 캐시백 아예 없는건가요??,캐스퍼카드로 1000만원정도 일시불로 결제 하고나머지는 무이자12개월 할부 하려고 하는데 이렇게 결제 할 경우 캐시백은 아예  못 받을까여???,FALSE,결제방법_캐시백여부,차량 대금에서 일시불과 할부로 결제할 시 캐시백이 되나요?,"캐스퍼 카드로 부분 일시불, 부분 할부 결제 시 캐시백 혜택이 가능한가요?",membership,결제조합,유사질의 복수
pre_1018_619,21.10.20. 11:27,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=856531&referrerAllArticles=false,결제할때 캐스퍼카드로 일부 일시불 나머지 12개월 무이자 하면 캐시백 아예 없는건가요??,캐스퍼카드로 1000만원정도 일시불로 결제 하고나머지는 무이자12개월 할부 하려고 하는데 이렇게 결제 할 경우 캐시백은 아예  못 받을까여???,FALSE,결제방법_캐시백여부,차량 대금에서 일시불과 할부로 결제할 시 캐시백이 되나요?,캐스퍼 카드로 일부는 일시불로 나머지는 무이자 할부로 결제 시 캐시백을 받을 수 있나요?,membership,결제조합,유사질의 복수
pre_1018_619_dup2,21.10.20. 11:27,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=856531&referrerAllArticles=false,결제할때 캐스퍼카드로 일부 일시불 나머지 12개월 무이자 하면 캐시백 아예 없는건가요??,캐스퍼카드로 1000만원정도 일시불로 결제 하고나머지는 무이자12개월 할부 하려고 하는데 이렇게 결제 할 경우 캐시백은 아예  못 받을까여???,FALSE,결제방법_캐시백여부,차량 대금에서 일시불과 할부로 결제할 시 캐시백이 되나요?,캐스퍼 카드로 혼합 결제 시에도 캐시백이 제공되나요?,membership,결제조합,유사질의 복수
pre_1018_23_dup2,23.07.13. 20:03,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1205712&referrerAllArticles=false,경차 혜택 카드,안녕하세요~경차 혜택 카드를 발급 받으려고하는데괜찮은카드가 뭐가있을까요?~추천해주시면 감사하겠습니다.,FALSE,경차카드 추천,경차카드를 추천해주세요.,경차 카드 중 추천할만한 거 알려줘 ,tax_benefit,결제조합,유사질의 복수
pre_1018_23_dup1,23.07.13. 20:03,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1205712&referrerAllArticles=false,경차 혜택 카드,안녕하세요~경차 혜택 카드를 발급 받으려고하는데괜찮은카드가 뭐가있을까요?~추천해주시면 감사하겠습니다.,FALSE,경차카드 추천,경차카드를 추천해주세요.,경차카드 뭐가 좋아요?,tax_benefit,결제조합,유사질의 복수
pre_1018_23_dup3,23.07.13. 20:03,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1205712&referrerAllArticles=false,경차 혜택 카드,안녕하세요~경차 혜택 카드를 발급 받으려고하는데괜찮은카드가 뭐가있을까요?~추천해주시면 감사하겠습니다.,FALSE,경차카드 추천,경차카드를 추천해주세요.,경차카드 어떤 거 선택할까요?,tax_benefit,결제조합,유사질의 복수
pre_1018_23,23.07.13. 20:03,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1205712&referrerAllArticles=false,경차 혜택 카드,안녕하세요~경차 혜택 카드를 발급 받으려고하는데괜찮은카드가 뭐가있을까요?~추천해주시면 감사하겠습니다.,FALSE,경차카드 추천,경차카드를 추천해주세요.,괜찮은 경차카드 알려줘,tax_benefit,결제조합,유사질의 복수
pre_1018_23_dup4,23.07.13. 20:03,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1205712&referrerAllArticles=false,경차 혜택 카드,안녕하세요~경차 혜택 카드를 발급 받으려고하는데괜찮은카드가 뭐가있을까요?~추천해주시면 감사하겠습니다.,FALSE,경차카드 추천,경차카드를 추천해주세요.,캐스퍼 경차카드를 만드는 것이 합리적인가요?,tax_benefit,결제조합,유사질의 복수
pre_1018_34_dup1,24.03.16. 17:21,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1341018&referrerAllArticles=false,일반 현대카드 vs 캐스퍼 카드,"이번에 캐스퍼 구매하려고 하는데요.부모님이랑 함께 살고 있고 이미 세대에 승용차(쏘렌토)가 있어 캐스퍼 '경차'카드를 발급해도 유류세를 환급받지 못한다는 것을 들었습니다!아직 현대카드를 가지고 있지 않아 차를 구매하려면 어차피 카드를 새로 발급받아야 하는 상황인데 캐스퍼 카드를 발급받을지,, 아님 다른 좋은 현대카드가 있는지 궁금해 문의 드려봅니다~! 일반 캐스퍼 카드를 발급 받아도 혜택이 좋을까요? ",FALSE,경차카드 추천,혜택이 좋은 카드를 추천해주세요.,카드 중에 혜택 괜찮은거 추천해줘,tax_benefit,결제조합,유사질의 복수
pre_1018_34,24.03.16. 17:21,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1341018&referrerAllArticles=false,일반 현대카드 vs 캐스퍼 카드,"이번에 캐스퍼 구매하려고 하는데요.부모님이랑 함께 살고 있고 이미 세대에 승용차(쏘렌토)가 있어 캐스퍼 '경차'카드를 발급해도 유류세를 환급받지 못한다는 것을 들었습니다!아직 현대카드를 가지고 있지 않아 차를 구매하려면 어차피 카드를 새로 발급받아야 하는 상황인데 캐스퍼 카드를 발급받을지,, 아님 다른 좋은 현대카드가 있는지 궁금해 문의 드려봅니다~! 일반 캐스퍼 카드를 발급 받아도 혜택이 좋을까요? ",FALSE,경차카드 추천,혜택이 좋은 카드를 추천해주세요.,혜택 괜찮은 카드 뭐가 있어요?,tax_benefit,결제조합,유사질의 복수
pre_1018_34_dup3,24.03.16. 17:21,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1341018&referrerAllArticles=false,일반 현대카드 vs 캐스퍼 카드,"이번에 캐스퍼 구매하려고 하는데요.부모님이랑 함께 살고 있고 이미 세대에 승용차(쏘렌토)가 있어 캐스퍼 '경차'카드를 발급해도 유류세를 환급받지 못한다는 것을 들었습니다!아직 현대카드를 가지고 있지 않아 차를 구매하려면 어차피 카드를 새로 발급받아야 하는 상황인데 캐스퍼 카드를 발급받을지,, 아님 다른 좋은 현대카드가 있는지 궁금해 문의 드려봅니다~! 일반 캐스퍼 카드를 발급 받아도 혜택이 좋을까요? ",FALSE,경차카드 추천,혜택이 좋은 카드를 추천해주세요.,혜택 많이 받을 수 있는 카드를 추천해줘,tax_benefit,결제조합,유사질의 복수
pre_1018_34_dup2,24.03.16. 17:21,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1341018&referrerAllArticles=false,일반 현대카드 vs 캐스퍼 카드,"이번에 캐스퍼 구매하려고 하는데요.부모님이랑 함께 살고 있고 이미 세대에 승용차(쏘렌토)가 있어 캐스퍼 '경차'카드를 발급해도 유류세를 환급받지 못한다는 것을 들었습니다!아직 현대카드를 가지고 있지 않아 차를 구매하려면 어차피 카드를 새로 발급받아야 하는 상황인데 캐스퍼 카드를 발급받을지,, 아님 다른 좋은 현대카드가 있는지 궁금해 문의 드려봅니다~! 일반 캐스퍼 카드를 발급 받아도 혜택이 좋을까요? ",FALSE,경차카드 추천,혜택이 좋은 카드를 추천해주세요.,혜택 좋은 카드 뭐뭐 있어?,tax_benefit,결제조합,유사질의 복수
pre_1018_742,23.07.23. 17:59,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1239559&referrerAllArticles=false,캐스퍼 어디서 사는게 제일 이득인가요?,세컨카 출퇴용으로 캐스퍼 알아보고 있습니다 구매 시 대리점하고 인터넷 공식사이트 중 어느곳에서 사는게 좋을까요?공식사이트에서는 70만원 할인에 금리할인이벤트도 하던데 대리점은 이런 혜택없는거죠?글고 인터넷에서 구매하면 영맨 서비스는 없는건가요?,FALSE,구매_온라인_대체,캐스퍼는 온라인 구매 전용이지만 혹시 대리점 가서 문의해도 구입할 수 없나요?,대리점에도 할인 혜택이 있나요?,promotion/event,결제조합,유사질의 복수
pre_1018_767,23.10.28. 22:58,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1281466&referrerAllArticles=false,캐스퍼 구입은 밖 영업맨 딜러한테 할 순 없나요?,홈페이지 맑게 결재하는 것 보다현대자동차 대리점 영업맨에게 하면현금 캐시백이나 사은품 더 주는 것 아닌가요?,FALSE,구매_온라인_대체,캐스퍼는 온라인 구매 전용이지만 혹시 대리점 가서 문의해도 구입할 수 없나요?,대리점에서 구매하면 혜택이 더 좋은가요?,promotion/event,결제조합,
pre_1018_742_dup1,23.07.23. 17:59,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1239559&referrerAllArticles=false,캐스퍼 어디서 사는게 제일 이득인가요?,세컨카 출퇴용으로 캐스퍼 알아보고 있습니다 구매 시 대리점하고 인터넷 공식사이트 중 어느곳에서 사는게 좋을까요?공식사이트에서는 70만원 할인에 금리할인이벤트도 하던데 대리점은 이런 혜택없는거죠?글고 인터넷에서 구매하면 영맨 서비스는 없는건가요?,FALSE,구매_온라인_대체,캐스퍼는 온라인 구매 전용이지만 혹시 대리점 가서 문의해도 구입할 수 없나요?,대리점에서 사면 좋은 점이 있나요?,promotion/event,결제조합,유사질의 복수
pre_1018_417,22.11.04. 16:40,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1088368&referrerAllArticles=false,"지금 캐스퍼 결제중인데요 ㅠ 캐시백, 포인트적립 어떤게 나을까요?",캐스퍼 경차카드 발급받아서 지금 임시번호 온걸로 결제하고 있는데요 ㅠ 포인트는 블루멤버스 포인트로 적립이 된다는 것 같은데 제가 차는 처음이라 블루멤버스는 차량 관련해서 사용하는 포인트 같은데 이걸 잘 쓸까요??일단 숫자가 더 높으니까 적립을 해놓긴 했는데 캐시백을 해야할지 적립을 해야할지 ㅠ다들 어떤 걸로 하셨나요 ㅠ??,FALSE,구매혜택비교_캐시백포인트적립,캐시백과 포인트 적립 어떤 게 나을까요?,"세이브오토 신청했는데 적립이 나을까요, 캐시백이 나을까요?",membership,결제조합,
pre_1018_788,23.04.23. 13:53,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1169399&referrerAllArticles=false,지금 하는 4월 초저금리 이벤트,고정으로 그냥 몇년 설정하는거 상관없이 0.9%일까요?? 잘 아시는분 계신가요~~? 꼴랑 1년 해주고 짜잔 변동입니다 다시 5프로대입니다~ 하는거 아닌지 말이죠 ㅋㅋ,FALSE,기획전_할인,기획전에서 할인을 받을 수 있나요?,금리 할인이 시기에 따라 변경될 수 있나요?,promotion/event,결제조합,
pre_1018_776,23.09.11. 15:15,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1262734&referrerAllArticles=false,기획전 관련해서 이런 구매 방식이 가능할까요??,좀 몹쓸 생각이기도 하고 지금 계약한 차가 제때 못나오면 안되는 상황이라 어차피 시도도 안할거지만..1. 내차 만들기로 계약한다.2. 차량이 생산되면 결제 전에 취소를 한다.3. 생산된 차는 재고차니 기획전으로 넘어간다.4. 기획전에서 내가 만든 차를 계약하여 추가할인을 받는다.위 같은 방식으로도 구매가 가능한가요?,FALSE,기획전_할인,기획전에서 할인을 받을 수 있나요?,기획전 차량 구매 할인은 어떻게 받을 수 있나요?,promotion/event,결제조합,
pre_1018_2785,23.02.05. 21:48,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1135631&referrerAllArticles=false,모닝12년타고 캐스퍼구매 너무고민되네요ㅜ,올뉴모닝 2011년에 출고해서 만 12년을 탔네요 벌써 18만키로...가끔 수리해가며 타고있지만이제 보내줘야할것같아전부터 사고싶었던 캐스퍼로 알아보고 있는데요1.지금홈페이지기획전 vs 2023년형기획전모델은 2022년 12월제조라 혹시나 하자있을까봐 고민입니다ㅜ2.디에센셜 vs 인스3.터보 vs 논터보많은 도움 부탁드려용ㅜ내일중에는결정지으려합니다ㅜㅜ,FALSE,기획전_할인,기획전에서 할인을 받을 수 있나요?,"기획전 판매 차량이 나을까요, 일반 판매 차량이 나을까요?",casper_alternative,결제조합,
pre_1018_756,23.11.02. 22:12,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1283798&referrerAllArticles=false,11월 혜택보다,12월에 할인을 더 많이 할까요?코리아 세일 페스타하는 지금이 제일 할인이 많이 되는건지...,FALSE,기획전_할인,기획전에서 할인을 받을 수 있나요?,기획전 할인은 언제 하나요?,promotion/event,결제조합,
pre_1018_781,23.09.06. 14:16,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1260646&referrerAllArticles=false,9월 계약예정입니다. 카마스터 크루 추천 부탁드립니다.,기획전 할인차량도 해당 되나요?,FALSE,기획전_할인,기획전에서 할인을 받을 수 있나요?,기획전에 할인차량도 있나요?,promotion/event,결제조합,
pre_1018_783,23.01.26. 14:02,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1131341&referrerAllArticles=false,기획전 차량 할인금액이 다른이유,"기획전 차량보면.. 할인금액이 30만원에서 40만원으로..  좀 올랐더라구요.작년 11월 차량이랑 12월 생산차량이 혼재되어 있는데..  어떤건 30만원 할인,, 어떤건 40만원할인..기획전 차량 할인금액은 어떤기준으로 달라지는 건가요?다음달 되면 할인금액도 또 올라가려나요??",FALSE,기획전_할인금액,기획전에서 사면 얼마나 할인 받나요?,기획전 차량 할인금액은 매번 달라지나요?,promotion/event,결제조합,
pre_1018_349,23.10.31. 08:25,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1282284&referrerAllArticles=false,기획전 차량 차량별 할인 금액 상이 어떤 기준인가요??,기획전 차량을 구매하려고 알아보다 보니 어떤 차는 50만원 할인해주고 어떤 차는 60만원 할인해주더라구요옵션도 똑같은데  출고일이 2023.08월 / 09월도 다르긴 하는데한달의 차이가 10만원의 차이를 만든건가요??혹시 이런 차이라면 다른 분들은 어떤 차량 구매하시는지도 궁금해요!도와주세요 ~! 인생 첫차라 이모저모 고민이 많이 되네용,FALSE,기획전_할인금액,기획전에서 사면 얼마나 할인 받나요?,기획전 차량의 차량별 할인 금액이 상이한 이유가 뭔가요?,benefit,결제조합,
pre_1018_735,24.01.03. 07:52,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1313322&referrerAllArticles=false,기획전 아니면 현대캐피탈 이율 2.9프로가 아닌거죠?,기획전인데 할인이 너무적어서요현대캐피탈 2.9프로랑 신년할인 중복불가라막상할인은 10만원인데 재고차사는것도 그러고일반으로사면 4-5프로 수준되겠죠?,FALSE,기획전_할인금액,기획전에서 사면 얼마나 할인 받나요?,기획전 할인율이 얼마나 되나요?,promotion/event,결제조합,
pre_1018_728,24.01.07. 02:10,https://cafe.naver.com/ArticleRead.nhn?clubid=25287782&articleid=1314952&referrerAllArticles=false,첫 차를 구매하려고 하는데 온라인 or 카마스터 중에 어떤게 더 좋을까요?,"늦은 나이에 인생 첫 차를 구매하려고 하는데 현대캐스퍼 사이트에서 이벤트  특별 기획전 상품으로 주문하는게 좋은지, 카마스터를 통해 구매하는게 더 나은지 모르겠어서 선배님들께 여쭤 보아요. 카마스터를 통해 구매하면 블랙박스, 썬팅 등등 옵션 서비스를 받는 것 같은데 현대 사이트에는 그런 글은 없네요^^; 만약 카마스터를 통하는게 더 낫다면 소개 좀 부탁드립니다.  ",FALSE,기획전_할인금액,기획전에서 사면 얼마나 할인 받나요?,기획전으로 구매하는게 저렴한가요?,promotion/event,결제조합,
